datamart_id	dataset_id	dataset_name	dataset_description	dataset_url	variable_id	variable_name	variable_description
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1565	"FAO: Fat supply quantity (g/capita/day), Potatoes and products[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Potatoes and products[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1566	"FAO: Fat supply quantity (g/capita/day), Poultry Meat[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Poultry Meat[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1567	"FAO: Fat supply quantity (g/capita/day), Pulses[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Pulses[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1568	"FAO: Fat supply quantity (g/capita/day), Pulses, Other and products[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Pulses, Other and products[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1569	"FAO: Fat supply quantity (g/capita/day), Rape and Mustard Oil[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Rape and Mustard Oil[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-157	"FAO: Value US$, Total FDI inflows[millions]"	"FAO: Value US$, Total FDI inflows[millions]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1570	"FAO: Fat supply quantity (g/capita/day), Rape and Mustardseed[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Rape and Mustardseed[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1571	"FAO: Fat supply quantity (g/capita/day), Rice (Milled Equivalent)[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Rice (Milled Equivalent)[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1572	"FAO: Fat supply quantity (g/capita/day), Rice (Paddy Equivalent)[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Rice (Paddy Equivalent)[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1573	"FAO: Fat supply quantity (g/capita/day), Roots & Tuber Dry Equiv[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Roots & Tuber Dry Equiv[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1574	"FAO: Fat supply quantity (g/capita/day), Roots, Other[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Roots, Other[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1575	"FAO: Fat supply quantity (g/capita/day), Rye and products[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Rye and products[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1576	"FAO: Fat supply quantity (g/capita/day), Sesame seed[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Sesame seed[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1577	"FAO: Fat supply quantity (g/capita/day), Sesameseed Oil[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Sesameseed Oil[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1578	"FAO: Fat supply quantity (g/capita/day), Sorghum and products[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Sorghum and products[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1579	"FAO: Fat supply quantity (g/capita/day), Soyabean Oil[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Soyabean Oil[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-158	"FAO: Agricultural Use, Ammonia[tonnes]"	"FAO: Agricultural Use, Ammonia[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1580	"FAO: Fat supply quantity (g/capita/day), Soyabeans[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Soyabeans[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1581	"FAO: Fat supply quantity (g/capita/day), Spices[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Spices[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1582	"FAO: Fat supply quantity (g/capita/day), Spices, Other[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Spices, Other[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1583	"FAO: Fat supply quantity (g/capita/day), Starchy Roots[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Starchy Roots[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1584	"FAO: Fat supply quantity (g/capita/day), Stimulants[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Stimulants[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1585	"FAO: Fat supply quantity (g/capita/day), Sunflower seed[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Sunflower seed[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1586	"FAO: Fat supply quantity (g/capita/day), Sunflowerseed Oil[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Sunflowerseed Oil[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1587	"FAO: Fat supply quantity (g/capita/day), Sweet potatoes[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Sweet potatoes[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1588	"FAO: Fat supply quantity (g/capita/day), Tomatoes and products[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Tomatoes and products[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1589	"FAO: Fat supply quantity (g/capita/day), Treenuts[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Treenuts[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-159	"FAO: Agricultural Use, Ammonium Phosphat (P2o5)[tonnes]"	"FAO: Agricultural Use, Ammonium Phosphat (P2o5)[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1590	"FAO: Fat supply quantity (g/capita/day), Vegetable Oils[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Vegetable Oils[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1591	"FAO: Fat supply quantity (g/capita/day), Vegetables[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Vegetables[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1592	"FAO: Fat supply quantity (g/capita/day), Vegetables, Other[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Vegetables, Other[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1593	"FAO: Fat supply quantity (g/capita/day), Vegetal Products[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Vegetal Products[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1594	"FAO: Fat supply quantity (g/capita/day), Wheat and products[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Wheat and products[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1595	"FAO: Fat supply quantity (g/capita/day), Yams[g/capita/day]"	"FAO: Fat supply quantity (g/capita/day), Yams[g/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1596	"FAO: Feed, Brans[tonnes]"	"FAO: Feed, Brans[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1597	"FAO: Feed, Cereals - Excluding Beer[1000 tonnes]"	"FAO: Feed, Cereals - Excluding Beer[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1598	"FAO: Feed, Cereals - Excluding Beer[tonnes]"	"FAO: Feed, Cereals - Excluding Beer[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1599	"FAO: Feed, Cereals, Other[1000 tonnes]"	"FAO: Feed, Cereals, Other[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-16	"FAO: Emissions (CO2eq) (Energy), Gas-diesel oils used in fisheries[Gigagrams]"	"FAO: Emissions (CO2eq) (Energy), Gas-diesel oils used in fisheries[Gigagrams]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-160	"FAO: Agricultural Use, Ammonium Phosphate (N)[tonnes]"	"FAO: Agricultural Use, Ammonium Phosphate (N)[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1600	"FAO: Feed, Cereals, Other[tonnes]"	"FAO: Feed, Cereals, Other[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1601	"FAO: Feed, Cottonseed Cake[tonnes]"	"FAO: Feed, Cottonseed Cake[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1602	"FAO: Feed, Fish Meal[tonnes]"	"FAO: Feed, Fish Meal[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1603	"FAO: Feed, Fish, Seafood[1000 tonnes]"	"FAO: Feed, Fish, Seafood[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1604	"FAO: Feed, Fish, Seafood[tonnes]"	"FAO: Feed, Fish, Seafood[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1605	"FAO: Feed, Groundnut Cake[tonnes]"	"FAO: Feed, Groundnut Cake[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1606	"FAO: Feed, Maize and products[1000 tonnes]"	"FAO: Feed, Maize and products[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1607	"FAO: Feed, Maize and products[tonnes]"	"FAO: Feed, Maize and products[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1608	"FAO: Feed, Meat Meal[tonnes]"	"FAO: Feed, Meat Meal[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1609	"FAO: Feed, Milk - Excluding Butter[1000 tonnes]"	"FAO: Feed, Milk - Excluding Butter[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-161	"FAO: Agricultural Use, Ammonium SulphateNitrate[tonnes]"	"FAO: Agricultural Use, Ammonium SulphateNitrate[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1610	"FAO: Feed, Milk - Excluding Butter[tonnes]"	"FAO: Feed, Milk - Excluding Butter[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1611	"FAO: Feed, Milk, Skimmed[tonnes]"	"FAO: Feed, Milk, Skimmed[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1612	"FAO: Feed, Molasses[tonnes]"	"FAO: Feed, Molasses[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1613	"FAO: Feed, Oilcrops[1000 tonnes]"	"FAO: Feed, Oilcrops[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1614	"FAO: Feed, Oilcrops[tonnes]"	"FAO: Feed, Oilcrops[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1615	"FAO: Feed, Oilcrops, Other[1000 tonnes]"	"FAO: Feed, Oilcrops, Other[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1616	"FAO: Feed, Oilcrops, Other[tonnes]"	"FAO: Feed, Oilcrops, Other[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1617	"FAO: Feed, Oilseed Cakes, Other[tonnes]"	"FAO: Feed, Oilseed Cakes, Other[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1618	"FAO: Feed, Pelagic Fish[1000 tonnes]"	"FAO: Feed, Pelagic Fish[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1619	"FAO: Feed, Pelagic Fish[tonnes]"	"FAO: Feed, Pelagic Fish[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-162	"FAO: Agricultural Use, Ammonium nitrate (AN)[tonnes]"	"FAO: Agricultural Use, Ammonium nitrate (AN)[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1620	"FAO: Feed, Rape and Mustard Cake[tonnes]"	"FAO: Feed, Rape and Mustard Cake[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1621	"FAO: Feed, Whey[tonnes]"	"FAO: Feed, Whey[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1622	"FAO: Food supply (kcal/capita/day), Alcoholic Beverages[kcal/capita/day]"	"FAO: Food supply (kcal/capita/day), Alcoholic Beverages[kcal/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1623	"FAO: Food supply (kcal/capita/day), Animal Products[kcal/capita/day]"	"FAO: Food supply (kcal/capita/day), Animal Products[kcal/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1624	"FAO: Food supply (kcal/capita/day), Animal fats[kcal/capita/day]"	"FAO: Food supply (kcal/capita/day), Animal fats[kcal/capita/day]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-1625	"FAO: Food supply (kcal/capita/day), Apples and products[kcal/capita/day]"	"FAO: Food supply (kcal/capita/day), Apples and products[kcal/capita/day]"
