datamart_id	dataset_id	dataset_name	dataset_description	dataset_url	variable_id	variable_name	variable_description
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4323	"FAO: Production, Other paper and paperboard[tonnes]"	"FAO: Production, Other paper and paperboard[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4324	"FAO: Production, Other phosphatic fertilizers, n.e.c.[tonnes]"	"FAO: Production, Other phosphatic fertilizers, n.e.c.[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4325	"FAO: Production, Other potassic fertilizers, n.e.c.[tonnes]"	"FAO: Production, Other potassic fertilizers, n.e.c.[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4326	"FAO: Production, Paper and paperboard[tonnes]"	"FAO: Production, Paper and paperboard[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4327	"FAO: Production, Paper and paperboard, excluding newsprint[tonnes]"	"FAO: Production, Paper and paperboard, excluding newsprint[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4328	"FAO: Production, Particle board and OSB (1961-1994)[m3]"	"FAO: Production, Particle board and OSB (1961-1994)[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4329	"FAO: Production, Peas[1000 tonnes]"	"FAO: Production, Peas[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-433	"FAO: Direct emissions (N2O) (Manure management), Chickens, broilers[gigagrams]"	"FAO: Direct emissions (N2O) (Manure management), Chickens, broilers[gigagrams]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4330	"FAO: Production, Peas[tonnes]"	"FAO: Production, Peas[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4331	"FAO: Production, Peas, dry[tonnes]"	"FAO: Production, Peas, dry[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4332	"FAO: Production, Pepper[1000 tonnes]"	"FAO: Production, Pepper[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4333	"FAO: Production, Pepper[tonnes]"	"FAO: Production, Pepper[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4334	"FAO: Production, Pepper (piper spp.)[tonnes]"	"FAO: Production, Pepper (piper spp.)[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4335	"FAO: Production, Phosphate fertilizers[tonnes]"	"FAO: Production, Phosphate fertilizers[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4336	"FAO: Production, Phosphoric Acid[tonnes]"	"FAO: Production, Phosphoric Acid[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4337	"FAO: Production, Pigmeat[1000 tonnes]"	"FAO: Production, Pigmeat[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4338	"FAO: Production, Pigmeat[tonnes]"	"FAO: Production, Pigmeat[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4339	"FAO: Production, Pimento[1000 tonnes]"	"FAO: Production, Pimento[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-434	"FAO: Direct emissions (N2O) (Manure management), Chickens, layers[gigagrams]"	"FAO: Direct emissions (N2O) (Manure management), Chickens, layers[gigagrams]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4340	"FAO: Production, Pimento[tonnes]"	"FAO: Production, Pimento[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4341	"FAO: Production, Pineapples and products[1000 tonnes]"	"FAO: Production, Pineapples and products[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4342	"FAO: Production, Pineapples and products[tonnes]"	"FAO: Production, Pineapples and products[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4343	"FAO: Production, Plywood[m3]"	"FAO: Production, Plywood[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4344	"FAO: Production, Potash fertilizers[tonnes]"	"FAO: Production, Potash fertilizers[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4345	"FAO: Production, Potassium sulphate (sulphate of potash) (SOP)[tonnes]"	"FAO: Production, Potassium sulphate (sulphate of potash) (SOP)[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4346	"FAO: Production, Potatoes[tonnes]"	"FAO: Production, Potatoes[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4347	"FAO: Production, Potatoes and products[1000 tonnes]"	"FAO: Production, Potatoes and products[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4348	"FAO: Production, Potatoes and products[tonnes]"	"FAO: Production, Potatoes and products[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4349	"FAO: Production, Poultry Meat[1000 tonnes]"	"FAO: Production, Poultry Meat[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-435	"FAO: Direct emissions (N2O) (Manure management), Goats[gigagrams]"	"FAO: Direct emissions (N2O) (Manure management), Goats[gigagrams]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4350	"FAO: Production, Poultry Meat[tonnes]"	"FAO: Production, Poultry Meat[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4351	"FAO: Production, Printing and writing papers[tonnes]"	"FAO: Production, Printing and writing papers[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4352	"FAO: Production, Pulses[1000 tonnes]"	"FAO: Production, Pulses[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4353	"FAO: Production, Pulses[tonnes]"	"FAO: Production, Pulses[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4354	"FAO: Production, Pulses, Other and products[1000 tonnes]"	"FAO: Production, Pulses, Other and products[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4355	"FAO: Production, Pulses, Other and products[tonnes]"	"FAO: Production, Pulses, Other and products[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4356	"FAO: Production, Pulses, nes[tonnes]"	"FAO: Production, Pulses, nes[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4357	"FAO: Production, Pulses,Total[tonnes]"	"FAO: Production, Pulses,Total[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4358	"FAO: Production, Rape and Mustard Cake[tonnes]"	"FAO: Production, Rape and Mustard Cake[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4359	"FAO: Production, Rape and Mustard Oil[1000 tonnes]"	"FAO: Production, Rape and Mustard Oil[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-436	"FAO: Direct emissions (N2O) (Manure management), Horses[gigagrams]"	"FAO: Direct emissions (N2O) (Manure management), Horses[gigagrams]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4360	"FAO: Production, Rape and Mustard Oil[tonnes]"	"FAO: Production, Rape and Mustard Oil[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4361	"FAO: Production, Rape and Mustardseed[1000 tonnes]"	"FAO: Production, Rape and Mustardseed[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4362	"FAO: Production, Rape and Mustardseed[tonnes]"	"FAO: Production, Rape and Mustardseed[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4363	"FAO: Production, Rapeseed[tonnes]"	"FAO: Production, Rapeseed[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4364	"FAO: Production, Recovered paper[tonnes]"	"FAO: Production, Recovered paper[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4365	"FAO: Production, Rice (Milled Equivalent)[1000 tonnes]"	"FAO: Production, Rice (Milled Equivalent)[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4366	"FAO: Production, Rice (Milled Equivalent)[tonnes]"	"FAO: Production, Rice (Milled Equivalent)[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4367	"FAO: Production, Rice (Paddy Equivalent)[tonnes]"	"FAO: Production, Rice (Paddy Equivalent)[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4368	"FAO: Production, Rice, paddy[tonnes]"	"FAO: Production, Rice, paddy[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4369	"FAO: Production, Roots & Tuber Dry Equiv[tonnes]"	"FAO: Production, Roots & Tuber Dry Equiv[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-437	"FAO: Direct emissions (N2O) (Manure management), Mules[gigagrams]"	"FAO: Direct emissions (N2O) (Manure management), Mules[gigagrams]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4370	"FAO: Production, Roots and Tubers,Total[tonnes]"	"FAO: Production, Roots and Tubers,Total[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4371	"FAO: Production, Roots and tubers, nes[tonnes]"	"FAO: Production, Roots and tubers, nes[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4372	"FAO: Production, Roots, Other[1000 tonnes]"	"FAO: Production, Roots, Other[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4373	"FAO: Production, Roots, Other[tonnes]"	"FAO: Production, Roots, Other[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4374	"FAO: Production, Roundwood[m3]"	"FAO: Production, Roundwood[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4375	"FAO: Production, Roundwood, coniferous (production)[m3]"	"FAO: Production, Roundwood, coniferous (production)[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4376	"FAO: Production, Roundwood, non-coniferous (production)[m3]"	"FAO: Production, Roundwood, non-coniferous (production)[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4377	"FAO: Production, Safflower seed[tonnes]"	"FAO: Production, Safflower seed[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4378	"FAO: Production, Sawlogs and veneer logs[m3]"	"FAO: Production, Sawlogs and veneer logs[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4379	"FAO: Production, Sawlogs and veneer logs, coniferous[m3]"	"FAO: Production, Sawlogs and veneer logs, coniferous[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-438	"FAO: Direct emissions (N2O) (Manure management), Mules and Asses[gigagrams]"	"FAO: Direct emissions (N2O) (Manure management), Mules and Asses[gigagrams]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4380	"FAO: Production, Sawlogs and veneer logs, non-coniferous[m3]"	"FAO: Production, Sawlogs and veneer logs, non-coniferous[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4381	"FAO: Production, Sawnwood[m3]"	"FAO: Production, Sawnwood[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4382	"FAO: Production, Sawnwood, coniferous[m3]"	"FAO: Production, Sawnwood, coniferous[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4383	"FAO: Production, Sawnwood, non-coniferous all[m3]"	"FAO: Production, Sawnwood, non-coniferous all[m3]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4384	"FAO: Production, Seed cotton[tonnes]"	"FAO: Production, Seed cotton[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4385	"FAO: Production, Sesame seed[1000 tonnes]"	"FAO: Production, Sesame seed[1000 tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4386	"FAO: Production, Sesame seed[tonnes]"	"FAO: Production, Sesame seed[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4387	"FAO: Production, Sheep and Goat Meat[tonnes]"	"FAO: Production, Sheep and Goat Meat[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4388	"FAO: Production, Single Superphosphate[tonnes]"	"FAO: Production, Single Superphosphate[tonnes]"
ISI	UAZ	UAZ Indicators	"Collection of indicators, including indicators from FAO, WDI, FEWSNET, CLiMIS, UNICEF, ieconomics.com, UNHCR, DSSAT, WHO, IMF, WHP, ACLDE, World Bank and IOM-DTM"	https://github.com/ml4ai/delphi	VUAZ-4389	"FAO: Production, Sisal[tonnes]"	"FAO: Production, Sisal[tonnes]"
